,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,AGE_GROUP
21,884513944,0,20DEC56,42.0,0,11.0,59.945,No,192.207,Yes,M,Masters,Lawyer,42,Private,14.19,6,Minivan,no,0.0,0,No,0,0.0,16.0,0,Highly Urban/ Urban,1.0
22,627708979,0,14SEP65,34.0,3,13.0,34.019,No,91.875,Yes,z_F,Masters,Lawyer,27,Private,8.3,7,z_SUV,no,0.0,0,No,0,0.0,20.0,0,Highly Urban/ Urban,0.0
23,116375554,0,06OCT68,31.0,2,12.0,18.903,No,93.797,Yes,z_F,<High School,Clerical,48,Private,17.33,4,Minivan,no,0.0,0,No,0,0.0,7.0,0,Highly Urban/ Urban,0.0
24,235358484,0,22FEB71,28.0,1,13.0,44.077,No,170.598,Yes,z_F,z_High School,z_Blue Collar,29,Commercial,8.71,6,z_SUV,no,8.935,2,No,0,6.857,1.0,1,Highly Urban/ Urban,0.0
25,528040687,0,07FEB56,43.0,0,13.0,37.214,No,0.0,Yes,M,<High School,z_Blue Collar,52,Commercial,26.56,1,Panel Truck,yes,0.0,0,No,3,3.627,1.0,1,Highly Urban/ Urban,1.0
26,652572577,0,16DEC50,48.0,0,14.0,96.274,No,282.904,Yes,z_F,Masters,Lawyer,36,Private,11.13,6,z_SUV,no,8.25,1,No,5,0.0,14.0,0,Highly Urban/ Urban,2.0
27,410873772,0,24JUL52,47.0,0,11.0,46.281,No,0.0,z_No,z_F,<High School,z_Blue Collar,29,Private,19.7,10,Minivan,no,0.0,0,No,1,0.0,5.0,0,Highly Urban/ Urban,2.0
28,254362485,2,06JUL55,44.0,2,0.0,0.0,No,82.344,Yes,z_F,z_High School,Home Maker,8,Private,5.9,6,z_SUV,no,3.338,3,No,0,0.0,11.0,0,Highly Urban/ Urban,1.0
29,69165559,0,14APR53,46.0,0,14.0,0.0,No,207.519,Yes,M,Bachelors,Professional,7,Commercial,25.66,1,Panel Truck,no,2.119,1,No,2,0.0,12.0,0,Highly Urban/ Urban,1.0
30,201327208,0,14DEC38,60.0,0,12.0,37.94,No,182.739,Yes,z_F,z_High School,z_Blue Collar,16,Commercial,11.29,1,Sports Car,no,0.0,0,No,0,5.247,1.0,1,Highly Urban/ Urban,3.0
31,573751437,0,14DEC65,33.0,1,13.0,79.606,No,225.962,Yes,z_F,Bachelors,Professional,27,Private,16.83,9,z_SUV,no,0.0,0,No,2,0.0,15.0,0,z_Highly Rural/ Rural,0.0
32,483050926,0,17APR67,32.0,1,9.0,31.275,No,118.16,Yes,z_F,z_High School,Clerical,26,Private,10.03,1,z_SUV,no,0.0,0,No,0,4.486,1.0,1,Highly Urban/ Urban,0.0
33,146989842,1,09APR55,44.0,2,17.0,45.488,No,219.378,Yes,M,Bachelors,Manager,16,Private,22.09,17,Minivan,no,0.0,0,No,0,0.0,12.0,0,Highly Urban/ Urban,1.0
34,742435591,0,05APR64,35.0,0,8.0,72.193,No,0.0,z_No,z_F,Bachelors,Clerical,26,Private,12.22,6,z_SUV,no,0.0,0,No,3,0.0,12.0,0,Highly Urban/ Urban,0.0
35,915517588,0,06MAY59,40.0,2,0.0,0.0,No,98.777,Yes,z_F,Masters,Home Maker,15,Private,14.13,6,z_SUV,no,38.127,2,Yes,4,0.0,12.0,0,z_Highly Rural/ Rural,1.0
36,756785495,0,15MAY45,54.0,0,12.0,33.212,No,158.432,Yes,M,<High School,z_Blue Collar,27,Commercial,24.0,4,Panel Truck,no,0.0,0,No,5,4.901,0.0,1,Highly Urban/ Urban,2.0
37,66662029,0,14FEB50,49.0,0,5.0,49.244,No,163.444,Yes,M,Bachelors,Clerical,30,Private,15.88,1,Minivan,no,0.0,0,No,1,0.0,1.0,0,Highly Urban/ Urban,2.0
38,294816298,2,03AUG63,36.0,2,12.0,130.54,Yes,344.195,z_No,z_F,Bachelors,z_Blue Collar,5,Commercial,27.2,4,Minivan,no,0.0,0,No,0,0.0,9.0,0,z_Highly Rural/ Rural,0.0
39,686791659,0,07MAY47,52.0,0,8.0,51.278,No,230.34,Yes,z_F,Bachelors,Professional,37,Private,1.5,4,z_SUV,no,0.0,0,No,1,0.0,10.0,0,Highly Urban/ Urban,2.0
40,269341556,0,28SEP58,41.0,0,7.0,92.842,No,286.113,z_No,M,Masters,0,12,Commercial,25.81,6,Panel Truck,no,1.431,2,No,5,0.0,15.0,0,Highly Urban/ Urban,1.0
41,396972296,0,26JUL60,39.0,0,10.0,35.081,No,202.839,Yes,M,Bachelors,z_Blue Collar,38,Commercial,16.64,4,Van,yes,0.0,0,No,0,0.0,13.0,0,Highly Urban/ Urban,1.0
42,364483168,0,09APR43,56.0,0,0.0,0.0,No,63.827,Yes,z_F,PhD,Home Maker,65,Private,13.22,1,Minivan,no,0.0,0,No,0,0.0,12.0,0,z_Highly Rural/ Rural,2.0
43,866093378,0,07MAR50,49.0,0,12.0,115.044,No,311.98,z_No,z_F,PhD,Doctor,18,Private,17.9,1,Minivan,no,0.0,0,No,0,0.0,14.0,0,Highly Urban/ Urban,2.0
44,515421877,0,30MAY61,38.0,0,11.0,37.754,No,138.823,Yes,z_F,z_High School,Clerical,47,Private,12.08,1,z_SUV,no,0.0,0,No,2,0.0,9.0,0,z_Highly Rural/ Rural,1.0
45,173737852,0,01JUN56,43.0,2,17.0,145.353,No,418.785,Yes,z_F,Masters,0,38,Commercial,29.45,6,Van,no,0.0,0,No,0,0.0,15.0,0,Highly Urban/ Urban,1.0
46,745183922,0,30JUN49,50.0,0,8.0,167.469,No,0.0,z_No,z_F,PhD,Doctor,22,Private,34.15,4,Sports Car,no,0.0,0,No,3,0.0,1.0,0,Highly Urban/ Urban,2.0
47,298271736,0,04NOV36,63.0,0,15.0,121.398,No,343.41,Yes,z_F,PhD,Doctor,10,Private,16.27,1,z_SUV,no,0.0,0,No,0,0.0,11.0,0,Highly Urban/ Urban,3.0
48,70821537,0,12AUG47,52.0,0,0.0,0.0,No,87.925,z_No,z_F,z_High School,Student,48,Commercial,9.28,1,z_SUV,no,0.0,0,No,1,0.0,6.0,0,z_Highly Rural/ Rural,2.0
49,258951025,0,24OCT64,35.0,0,7.0,14.508,No,0.0,Yes,M,Bachelors,Student,22,Commercial,6.45,1,Pickup,no,0.0,0,No,0,0.0,7.0,0,Highly Urban/ Urban,0.0
50,807174588,0,16NOV56,43.0,0,13.0,75.338,No,270.555,Yes,z_F,Bachelors,Manager,40,Private,23.08,1,Sports Car,no,0.0,0,No,0,0.0,8.0,0,Highly Urban/ Urban,1.0
51,514538041,0,06OCT58,41.0,0,10.0,32.774,No,0.0,z_No,z_F,z_High School,Clerical,44,Private,20.12,4,Minivan,no,0.0,0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,1.0
52,25561360,0,08APR59,40.0,0,11.0,57.474,No,186.418,Yes,M,Bachelors,Clerical,5,Commercial,29.27,4,Panel Truck,yes,0.0,0,No,1,0.0,5.0,0,Highly Urban/ Urban,1.0
53,753037176,0,07AUG68,31.0,1,12.0,26.52,No,154.493,Yes,M,Bachelors,Student,62,Commercial,4.6,6,Minivan,yes,0.0,0,No,2,0.0,5.0,0,Highly Urban/ Urban,0.0
54,883748009,0,27OCT52,47.0,0,8.0,18.444,No,0.0,Yes,z_F,z_High School,Student,35,Commercial,19.45,6,z_SUV,no,2.981,2,No,5,0.0,0.0,0,Highly Urban/ Urban,2.0
55,31827166,0,06JAN46,53.0,0,0.0,107.259,No,343.7,Yes,M,Masters,Professional,36,Private,29.23,10,Minivan,yes,0.0,0,No,0,0.0,15.0,0,Highly Urban/ Urban,2.0
56,680782638,0,05JUN60,39.0,3,7.0,34.046,No,183.383,Yes,z_F,z_High School,Clerical,33,Private,4.04,6,z_SUV,no,0.0,0,No,0,0.0,5.0,0,z_Highly Rural/ Rural,1.0
57,883604551,0,20MAY66,33.0,3,14.0,32.364,No,152.894,Yes,M,<High School,Clerical,40,Private,12.27,18,Minivan,yes,0.0,0,No,3,0.0,1.0,0,Highly Urban/ Urban,0.0
58,714473703,0,02JAN40,59.0,0,5.0,106.775,No,0.0,z_No,M,Masters,Lawyer,10,Private,31.93,1,Minivan,yes,0.0,0,No,0,0.0,0.0,0,Highly Urban/ Urban,3.0
59,213057541,0,29JAN57,42.0,0,0.0,52.988,No,176.275,Yes,M,z_High School,z_Blue Collar,24,Commercial,23.45,1,Minivan,no,0.0,0,No,2,0.0,11.0,0,z_Highly Rural/ Rural,1.0
60,885280620,0,26APR59,40.0,0,11.0,16.989,No,0.0,z_No,M,<High School,z_Blue Collar,20,Commercial,12.23,4,Pickup,yes,26.104,1,Yes,13,6.1,6.0,1,Highly Urban/ Urban,1.0
61,931739722,0,15JUL58,41.0,2,7.0,17.755,Yes,148.815,z_No,z_F,<High School,Clerical,29,Private,14.48,1,Minivan,yes,0.0,0,Yes,2,0.0,1.0,0,Highly Urban/ Urban,1.0
62,939401184,1,20JAN62,37.0,2,13.0,0.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,62,Commercial,9.36,4,Sports Car,no,0.0,0,No,0,6.195,0.0,1,Highly Urban/ Urban,1.0
63,840809480,0,29JUN63,36.0,3,12.0,56.048,No,137.836,Yes,M,Masters,Lawyer,15,Private,10.7,6,Minivan,no,2.045,2,No,2,0.0,16.0,0,Highly Urban/ Urban,0.0
64,800426023,0,02DEC54,44.0,2,15.0,16.352,No,134.164,Yes,z_F,z_High School,Home Maker,37,Private,10.52,1,z_SUV,no,7.838,1,No,1,8.841,1.0,1,Highly Urban/ Urban,1.0
65,14827139,0,07FEB43,56.0,0,16.0,44.76,No,164.852,Yes,M,Bachelors,Manager,30,Private,21.77,13,Minivan,yes,0.0,0,No,0,0.0,6.0,0,Highly Urban/ Urban,2.0
66,212687745,1,30DEC53,45.0,1,14.0,63.952,No,196.368,Yes,z_F,Masters,Lawyer,50,Private,32.34,6,Van,no,27.877,2,Yes,0,2.117,13.0,1,Highly Urban/ Urban,1.0
67,224701093,0,16APR65,34.0,3,12.0,22.51,No,123.888,Yes,M,z_High School,Clerical,26,Private,14.69,4,Minivan,yes,0.0,0,Yes,0,1.23,1.0,1,z_Highly Rural/ Rural,0.0
68,401200262,0,23SEP51,48.0,0,0.0,0.0,No,252.896,Yes,M,Bachelors,Professional,14,Commercial,28.56,13,Panel Truck,yes,1.554,5,No,1,0.0,10.0,0,Highly Urban/ Urban,2.0
69,926073051,1,12OCT55,44.0,2,0.0,24.06,Yes,0.0,z_No,M,Bachelors,Clerical,24,Private,14.22,4,Minivan,no,0.0,0,No,0,3.532,10.0,1,Highly Urban/ Urban,1.0
70,45830738,0,25JUL66,33.0,4,12.0,20.822,No,76.022,Yes,z_F,z_High School,Home Maker,46,Private,6.88,13,z_SUV,no,7.896,3,No,0,866.0,1.0,1,Highly Urban/ Urban,0.0
71,997497927,0,06DEC66,32.0,3,14.0,54.968,No,146.784,Yes,z_F,z_High School,Professional,20,Private,10.04,4,z_SUV,no,0.0,0,Yes,0,0.0,8.0,0,Highly Urban/ Urban,0.0
72,862203239,0,20OCT65,34.0,0,8.0,14.194,No,87.034,z_No,z_F,<High School,Clerical,13,Private,2.92,4,Sports Car,no,24.767,3,Yes,2,7.786,10.0,1,Highly Urban/ Urban,0.0
73,116102677,1,06NOV61,38.0,4,12.0,2.149,No,72.889,Yes,z_F,<High School,Home Maker,35,Private,22.69,10,Pickup,no,0.0,0,No,2,0.0,1.0,0,Highly Urban/ Urban,1.0
74,635101571,0,18FEB64,35.0,2,12.0,0.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,43,Private,9.73,5,z_SUV,no,0.0,0,No,4,5.426,4.0,1,Highly Urban/ Urban,0.0
75,793404097,2,02JAN55,44.0,2,14.0,45.576,No,156.623,Yes,z_F,<High School,z_Blue Collar,27,Private,1.5,4,Sports Car,no,25.276,1,No,8,0.0,0.0,0,Highly Urban/ Urban,1.0
76,62434528,2,10MAY56,43.0,3,11.0,137.103,Yes,0.0,z_No,z_F,Masters,Manager,29,Private,19.51,1,Sports Car,no,8.89,3,No,0,4.148,15.0,1,Highly Urban/ Urban,1.0
77,935079846,0,05SEP50,49.0,0,9.0,0.0,No,0.0,z_No,M,PhD,0,31,Commercial,33.71,3,Panel Truck,no,34.351,2,Yes,2,0.0,18.0,0,Highly Urban/ Urban,2.0
78,948288985,0,25OCT53,46.0,0,10.0,79.538,No,0.0,z_No,z_F,Bachelors,Manager,13,Private,14.05,3,Minivan,no,0.0,0,Yes,2,0.0,11.0,0,Highly Urban/ Urban,1.0
79,396323054,0,03DEC53,45.0,1,11.0,185.836,No,509.115,Yes,z_F,PhD,Lawyer,28,Private,10.25,1,z_SUV,no,4.307,3,No,6,0.0,20.0,0,Highly Urban/ Urban,1.0
80,299024508,0,01JAN53,46.0,0,14.0,0.0,No,397.661,z_No,M,Masters,0,22,Commercial,33.32,4,Panel Truck,yes,0.0,0,Yes,1,0.0,12.0,0,Highly Urban/ Urban,1.0
81,39392545,0,08NOV54,45.0,0,11.0,61.931,No,213.53,Yes,M,Masters,0,30,Commercial,10.91,13,Pickup,yes,25.106,2,No,0,0.0,0.0,0,Highly Urban/ Urban,1.0
82,536604822,0,23JUL51,48.0,0,9.0,61.509,No,195.438,Yes,M,Masters,0,40,Commercial,23.23,6,Panel Truck,yes,0.0,0,No,1,0.0,17.0,0,Highly Urban/ Urban,2.0
83,429992959,0,16SEP36,63.0,0,9.0,74.426,No,0.0,z_No,z_F,PhD,Doctor,11,Private,27.6,1,z_SUV,no,0.0,0,No,0,0.0,18.0,0,Highly Urban/ Urban,3.0
84,160577728,0,18FEB55,44.0,0,9.0,74.722,No,231.034,Yes,z_F,Bachelors,Professional,9,Private,23.64,6,Minivan,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
85,108385737,1,07MAR54,45.0,2,11.0,102.393,Yes,0.0,z_No,M,Bachelors,Professional,25,Private,1.5,1,Minivan,yes,0.0,0,No,2,2.371,11.0,1,Highly Urban/ Urban,1.0
86,414142186,0,17SEP37,62.0,0,15.0,40.656,No,208.242,Yes,z_F,z_High School,Clerical,57,Private,9.17,4,Sports Car,no,42.342,2,Yes,2,4.178,7.0,1,Highly Urban/ Urban,3.0
87,421217157,0,24NOV50,48.0,0,0.0,0.0,No,98.92,Yes,z_F,z_High School,Home Maker,50,Private,8.66,3,Sports Car,no,8.363,2,No,3,0.0,0.0,0,Highly Urban/ Urban,2.0
88,935010485,1,10FEB62,37.0,2,12.0,0.0,No,205.211,Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,5.2,1,z_SUV,no,2.718,1,No,1,4.804,3.0,1,Highly Urban/ Urban,1.0
89,537840281,0,27AUG64,35.0,0,0.0,29.371,No,0.0,z_No,z_F,<High School,Clerical,49,Private,4.86,10,Sports Car,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,0.0
90,748139140,0,13AUG51,48.0,0,12.0,31.773,No,165.09,Yes,M,z_High School,Clerical,14,Commercial,9.64,13,Pickup,no,1.212,1,No,4,1.354,1.0,1,Highly Urban/ Urban,2.0
91,601118153,0,26DEC59,39.0,0,11.0,33.727,No,0.0,z_No,z_F,Bachelors,Clerical,27,Private,10.85,1,z_SUV,no,8.35,1,No,2,0.0,12.0,0,Highly Urban/ Urban,1.0
92,808304017,0,30MAY50,49.0,0,0.0,0.0,No,159.389,Yes,z_F,Masters,Professional,42,Private,6.4,10,z_SUV,no,9.115,1,No,6,0.0,14.0,0,Highly Urban/ Urban,2.0
93,803325269,0,24JUL55,44.0,2,15.0,139.33,Yes,316.9,z_No,z_F,z_High School,z_Blue Collar,35,Commercial,22.05,10,Sports Car,no,0.0,0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,1.0
94,701235200,0,22DEC48,50.0,0,13.0,163.296,No,447.616,z_No,z_F,PhD,Lawyer,42,Private,22.83,1,Minivan,no,0.0,0,No,0,0.0,14.0,0,z_Highly Rural/ Rural,2.0
95,916609661,0,03OCT69,30.0,1,10.0,17.455,Yes,140.978,z_No,z_F,<High School,z_Blue Collar,50,Private,12.38,13,Minivan,no,0.0,0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,0.0
96,469714824,0,03NOV45,54.0,0,0.0,71.007,No,240.833,Yes,M,Bachelors,Manager,61,Private,14.0,6,Minivan,no,0.0,0,No,0,0.0,11.0,0,Highly Urban/ Urban,2.0
97,46606719,0,06SEP61,38.0,0,0.0,0.0,No,0.0,Yes,M,z_High School,Student,41,Commercial,17.47,10,Van,no,3.157,2,No,5,0.0,6.0,0,z_Highly Rural/ Rural,1.0
98,454040458,0,09APR46,53.0,0,6.0,38.036,No,153.381,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,13.14,1,z_SUV,no,0.0,0,No,4,2.425,1.0,1,Highly Urban/ Urban,2.0
99,951246359,0,30MAR46,53.0,0,13.0,41.199,No,150.933,z_No,z_F,Bachelors,Manager,21,Private,15.36,1,z_SUV,no,0.0,0,No,0,0.0,8.0,0,Highly Urban/ Urban,2.0
100,389315422,0,28NOV69,29.0,1,10.0,38.042,Yes,202.967,z_No,M,z_High School,Professional,15,Private,15.16,6,Minivan,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,0.0
101,180660768,0,20JAN41,58.0,0,11.0,91.223,No,0.0,z_No,M,Masters,Lawyer,23,Private,10.62,6,Pickup,no,0.0,0,No,0,0.0,0.0,0,Highly Urban/ Urban,3.0
102,184578161,0,25JUL44,55.0,0,7.0,45.787,No,173.196,Yes,z_F,Masters,Lawyer,5,Private,19.38,6,Minivan,no,0.0,0,No,0,0.0,13.0,0,Highly Urban/ Urban,2.0
103,59798468,0,17SEP44,55.0,0,0.0,84.964,No,227.091,Yes,M,Bachelors,z_Blue Collar,21,Commercial,5.76,1,Pickup,yes,969.0,2,No,6,0.0,11.0,0,Highly Urban/ Urban,2.0
104,957817015,0,04NOV43,56.0,0,8.0,38.24,No,190.675,Yes,z_F,z_High School,Clerical,28,Private,16.22,4,z_SUV,no,0.0,0,No,0,0.0,0.0,0,z_Highly Rural/ Rural,2.0
105,402443529,0,20DEC59,39.0,2,0.0,0.0,No,69.369,Yes,z_F,z_High School,Home Maker,36,Private,8.75,4,Sports Car,no,0.0,0,No,0,0.0,8.0,0,Highly Urban/ Urban,1.0
106,298667574,2,26JUN55,44.0,2,13.0,142.588,No,365.256,Yes,M,Masters,Manager,28,Private,21.79,6,Minivan,yes,0.0,0,No,2,0.0,9.0,0,Highly Urban/ Urban,1.0
107,303462460,0,13MAY65,34.0,0,11.0,51.565,No,0.0,z_No,M,Masters,Lawyer,36,Private,18.11,1,Van,yes,759.0,2,No,3,0.0,15.0,0,Highly Urban/ Urban,0.0
108,629946797,0,08AUG65,34.0,3,0.0,0.0,No,66.358,Yes,z_F,z_High School,Home Maker,25,Private,11.74,9,z_SUV,no,1.8,2,No,2,5.711,1.0,1,Highly Urban/ Urban,0.0
109,783473090,0,06JAN63,36.0,0,11.0,105.384,No,267.509,Yes,M,Masters,Professional,24,Private,13.8,7,Minivan,yes,31.695,3,Yes,4,0.0,17.0,0,Highly Urban/ Urban,0.0
110,8565171,0,13OCT58,41.0,0,10.0,66.265,No,159.276,Yes,M,Masters,Lawyer,59,Private,12.23,4,Minivan,yes,0.0,0,No,1,13.105,9.0,1,Highly Urban/ Urban,1.0
111,950995873,0,30APR53,46.0,0,7.0,0.0,No,0.0,z_No,M,Masters,0,17,Commercial,23.35,13,Panel Truck,yes,4.678,3,No,6,4.061,17.0,1,Highly Urban/ Urban,1.0
112,867703916,0,08MAR54,45.0,0,12.0,32.394,No,0.0,z_No,z_F,z_High School,Clerical,33,Private,13.77,4,z_SUV,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
113,593582812,0,31JUL57,42.0,0,9.0,76.226,No,217.92,Yes,M,Bachelors,z_Blue Collar,18,Commercial,23.39,13,Panel Truck,yes,0.0,0,No,0,0.0,14.0,0,Highly Urban/ Urban,1.0
114,22340563,1,25MAY61,38.0,3,16.0,7.528,No,113.809,Yes,M,<High School,Clerical,26,Private,8.08,1,Pickup,yes,0.0,0,No,0,0.0,8.0,0,z_Highly Rural/ Rural,1.0
115,679555193,0,16FEB66,33.0,4,0.0,0.0,Yes,0.0,z_No,M,z_High School,Student,14,Commercial,15.09,1,Minivan,yes,1.631,1,No,2,7.838,5.0,1,Highly Urban/ Urban,0.0
116,161607403,0,01AUG62,37.0,0,0.0,0.0,No,73.89,Yes,z_F,Bachelors,Student,48,Commercial,12.85,7,z_SUV,no,0.0,0,No,3,3.66,6.0,1,Highly Urban/ Urban,1.0
117,700623278,1,05JAN57,42.0,1,9.0,32.797,No,160.661,Yes,z_F,Masters,Lawyer,63,Private,21.69,1,Minivan,no,0.0,0,No,2,0.0,14.0,0,Highly Urban/ Urban,1.0
118,755810990,0,20NOV51,47.0,0,11.0,44.705,No,217.885,Yes,z_F,Bachelors,Professional,50,Private,12.84,1,z_SUV,no,1.533,2,No,0,5.125,10.0,1,Highly Urban/ Urban,2.0
119,464090162,0,11NOV56,43.0,1,0.0,0.0,No,70.17,Yes,z_F,Bachelors,Home Maker,26,Private,8.35,1,z_SUV,no,0.0,0,No,3,0.0,7.0,0,Highly Urban/ Urban,1.0
120,170483243,0,06JUN47,52.0,0,9.0,68.992,No,216.986,z_No,z_F,Bachelors,z_Blue Collar,36,Commercial,15.12,1,Minivan,no,0.0,0,No,3,0.0,10.0,0,z_Highly Rural/ Rural,2.0
121,421316364,0,08OCT56,43.0,0,11.0,132.561,No,314.433,z_No,M,Masters,Professional,8,Commercial,30.15,16,Panel Truck,no,12.294,1,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
122,505563410,0,06JAN35,64.0,0,15.0,31.738,No,197.01,Yes,M,<High School,z_Blue Collar,23,Commercial,14.62,6,z_SUV,no,3.994,2,No,0,5.085,1.0,1,Highly Urban/ Urban,3.0
123,813759954,0,21JAN33,66.0,1,17.0,96.83,No,325.826,Yes,M,Masters,Professional,23,Private,11.18,7,z_SUV,no,0.0,0,No,0,0.0,16.0,0,Highly Urban/ Urban,3.0
124,37074844,0,24FEB39,60.0,0,9.0,125.893,No,0.0,z_No,M,PhD,0,21,Commercial,7.5,9,Pickup,yes,7.278,2,No,4,0.0,15.0,0,Highly Urban/ Urban,3.0
125,130470336,2,08DEC63,35.0,4,6.0,154.577,Yes,397.868,z_No,z_F,Bachelors,z_Blue Collar,27,Private,20.45,6,z_SUV,no,4.645,1,No,3,0.0,1.0,0,Highly Urban/ Urban,0.0
