ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
308455362,0,53.0,0,14.0,77100.0,False,0.0,False,F,Masters,Lawyer,15,Private,18300.0,1,Sports Car,False,0.0,0,False,0,6077.0,11.0,True,Highly Urban/ Urban
989828809,0,43.0,0,5.0,52642.0,False,209970.0,True,F,Masters,Professional,36,Private,22420.0,7,Minivan,False,0.0,0,False,0,0.0,1.0,False,Highly Rural/ Rural
376482434,0,55.0,0,11.0,59162.0,False,180232.0,True,M,Bachelors,Manager,25,Commercial,17600.0,7,Van,True,5028.0,2,True,3,0.0,9.0,False,Highly Urban/ Urban
665591504,0,53.0,0,11.0,130795.0,False,0.0,False,M,PhD,,64,Commercial,28340.0,6,Panel Truck,True,0.0,0,False,3,1267.0,10.0,True,Highly Urban/ Urban
713692930,0,35.0,2,,21204.0,True,0.0,False,M,High School,Clerical,74,Private,9230.0,6,Pickup,False,0.0,0,True,0,0.0,4.0,False,Highly Rural/ Rural
588888550,0,45.0,0,0.0,0.0,False,106859.0,True,F,<High School,Home Maker,48,Private,6000.0,1,SUV,False,0.0,0,False,3,2920.0,5.0,True,Highly Urban/ Urban
140015922,0,39.0,3,12.0,51884.0,True,180951.0,False,F,Bachelors,Clerical,43,Private,10590.0,6,SUV,False,0.0,0,False,0,0.0,13.0,False,Highly Rural/ Rural
162166370,0,59.0,0,12.0,87460.0,False,0.0,False,M,High School,Manager,45,Private,15420.0,1,Minivan,True,44857.0,2,False,4,4111.0,1.0,True,Highly Urban/ Urban
884513944,0,42.0,0,11.0,59945.0,False,192207.0,True,M,Masters,Lawyer,42,Private,14190.0,6,Minivan,False,0.0,0,False,0,0.0,16.0,False,Highly Urban/ Urban
627708979,0,34.0,3,13.0,34019.0,False,91875.0,True,F,Masters,Lawyer,27,Private,8300.0,7,SUV,False,0.0,0,False,0,0.0,20.0,False,Highly Urban/ Urban
116375554,0,31.0,2,12.0,18903.0,False,93797.0,True,F,<High School,Clerical,48,Private,17330.0,4,Minivan,False,0.0,0,False,0,0.0,7.0,False,Highly Urban/ Urban
235358484,0,28.0,1,13.0,44077.0,False,170598.0,True,F,High School,Blue Collar,29,Commercial,8710.0,6,SUV,False,8935.0,2,False,0,6857.0,1.0,True,Highly Urban/ Urban
528040687,0,43.0,0,13.0,37214.0,False,,True,M,<High School,Blue Collar,52,Commercial,26560.0,1,Panel Truck,True,0.0,0,False,3,3627.0,1.0,True,Highly Urban/ Urban
652572577,0,48.0,0,14.0,96274.0,False,282904.0,True,F,Masters,Lawyer,36,Private,11130.0,6,SUV,False,8250.0,1,False,5,0.0,14.0,False,Highly Urban/ Urban
410873772,0,47.0,0,11.0,46281.0,False,0.0,False,F,<High School,Blue Collar,29,Private,19700.0,10,Minivan,False,0.0,0,False,1,0.0,5.0,False,Highly Urban/ Urban
254362485,2,44.0,2,0.0,0.0,False,82344.0,True,F,High School,Home Maker,8,Private,5900.0,6,SUV,False,3338.0,3,False,0,0.0,11.0,False,Highly Urban/ Urban
69165559,0,46.0,0,14.0,,False,207519.0,True,M,Bachelors,Professional,7,Commercial,25660.0,1,Panel Truck,False,2119.0,1,False,2,0.0,12.0,False,Highly Urban/ Urban
201327208,0,60.0,0,12.0,37940.0,False,182739.0,True,F,High School,Blue Collar,16,Commercial,11290.0,1,Sports Car,False,0.0,0,False,0,5247.0,1.0,True,Highly Urban/ Urban
573751437,0,33.0,1,13.0,79606.0,False,225962.0,True,F,Bachelors,Professional,27,Private,16830.0,9,SUV,False,0.0,0,False,2,0.0,15.0,False,Highly Rural/ Rural
483050926,0,32.0,1,9.0,31275.0,False,118160.0,True,F,High School,Clerical,26,Private,10030.0,1,SUV,False,0.0,0,False,0,4486.0,1.0,True,Highly Urban/ Urban
146989842,1,44.0,2,17.0,45488.0,False,219378.0,True,M,Bachelors,Manager,16,Private,22090.0,17,Minivan,False,0.0,0,False,0,0.0,12.0,False,Highly Urban/ Urban
742435591,0,35.0,0,8.0,72193.0,False,0.0,False,F,Bachelors,Clerical,26,Private,12220.0,6,SUV,False,0.0,0,False,3,0.0,12.0,False,Highly Urban/ Urban
915517588,0,40.0,2,0.0,,False,98777.0,True,F,Masters,Home Maker,15,Private,14130.0,6,SUV,False,38127.0,2,True,4,0.0,12.0,False,Highly Rural/ Rural
756785495,0,54.0,0,12.0,33212.0,False,158432.0,True,M,<High School,Blue Collar,27,Commercial,24000.0,4,Panel Truck,False,0.0,0,False,5,4901.0,,True,Highly Urban/ Urban
66662029,0,49.0,0,5.0,49244.0,False,163444.0,True,M,Bachelors,Clerical,30,Private,15880.0,1,Minivan,False,0.0,0,False,1,0.0,1.0,False,Highly Urban/ Urban
294816298,2,36.0,2,12.0,130540.0,True,344195.0,False,F,Bachelors,Blue Collar,5,Commercial,27200.0,4,Minivan,False,0.0,0,False,0,0.0,9.0,False,Highly Rural/ Rural
686791659,0,52.0,0,8.0,51278.0,False,230340.0,True,F,Bachelors,Professional,37,Private,1500.0,4,SUV,False,0.0,0,False,1,0.0,10.0,False,Highly Urban/ Urban
269341556,0,41.0,0,7.0,92842.0,False,286113.0,False,M,Masters,,12,Commercial,25810.0,6,Panel Truck,False,1431.0,2,False,5,0.0,15.0,False,Highly Urban/ Urban
396972296,0,39.0,0,10.0,35081.0,False,202839.0,True,M,Bachelors,Blue Collar,38,Commercial,16640.0,4,Van,True,0.0,0,False,0,0.0,13.0,False,Highly Urban/ Urban
364483168,0,56.0,0,0.0,0.0,False,63827.0,True,F,PhD,Home Maker,65,Private,13220.0,1,Minivan,False,0.0,0,False,0,0.0,12.0,False,Highly Rural/ Rural
866093378,0,49.0,0,12.0,115044.0,False,311980.0,False,F,PhD,Doctor,18,Private,17900.0,1,Minivan,False,0.0,0,False,0,0.0,14.0,False,Highly Urban/ Urban
515421877,0,38.0,0,11.0,37754.0,False,138823.0,True,F,High School,Clerical,47,Private,12080.0,1,SUV,False,0.0,0,False,2,0.0,9.0,False,Highly Rural/ Rural
173737852,0,43.0,2,17.0,145353.0,False,418785.0,True,F,Masters,,38,Commercial,29450.0,6,Van,False,0.0,0,False,0,0.0,15.0,False,Highly Urban/ Urban
745183922,0,50.0,0,8.0,167469.0,False,0.0,False,F,PhD,Doctor,22,Private,34150.0,4,Sports Car,False,0.0,0,False,3,0.0,1.0,False,Highly Urban/ Urban
298271736,0,63.0,0,15.0,121398.0,False,343410.0,True,F,PhD,Doctor,10,Private,16270.0,1,SUV,False,0.0,0,False,0,0.0,11.0,False,Highly Urban/ Urban
70821537,0,52.0,0,0.0,0.0,False,87925.0,False,F,High School,Student,48,Commercial,9280.0,1,SUV,False,0.0,0,False,1,0.0,6.0,False,Highly Rural/ Rural
258951025,0,35.0,0,7.0,14508.0,False,0.0,True,M,Bachelors,Student,22,Commercial,6450.0,1,Pickup,False,0.0,0,False,0,0.0,7.0,False,Highly Urban/ Urban
807174588,0,43.0,0,13.0,75338.0,False,270555.0,True,F,Bachelors,Manager,40,Private,23080.0,1,Sports Car,False,0.0,0,False,0,0.0,8.0,False,Highly Urban/ Urban
514538041,0,41.0,0,10.0,32774.0,False,0.0,False,F,High School,Clerical,44,Private,20120.0,4,Minivan,False,0.0,0,False,0,0.0,1.0,False,Highly Rural/ Rural
25561360,0,40.0,0,11.0,57474.0,False,186418.0,True,M,Bachelors,Clerical,5,Commercial,29270.0,4,Panel Truck,True,0.0,0,False,1,0.0,5.0,False,Highly Urban/ Urban
753037176,0,31.0,1,12.0,26520.0,False,154493.0,True,M,Bachelors,Student,62,Commercial,4600.0,6,Minivan,True,0.0,0,False,2,0.0,5.0,False,Highly Urban/ Urban
883748009,0,47.0,0,8.0,18444.0,False,0.0,True,F,High School,Student,35,Commercial,19450.0,6,SUV,False,2981.0,2,False,5,0.0,,False,Highly Urban/ Urban
31827166,0,53.0,0,,107259.0,False,343700.0,True,M,Masters,Professional,36,Private,29230.0,10,Minivan,True,0.0,0,False,0,0.0,15.0,False,Highly Urban/ Urban
680782638,0,39.0,3,7.0,34046.0,False,183383.0,True,F,High School,Clerical,33,Private,4040.0,6,SUV,False,0.0,0,False,0,0.0,5.0,False,Highly Rural/ Rural
883604551,0,33.0,3,14.0,32364.0,False,152894.0,True,M,<High School,Clerical,40,Private,12270.0,18,Minivan,True,0.0,0,False,3,0.0,1.0,False,Highly Urban/ Urban
714473703,0,59.0,0,5.0,106775.0,False,,False,M,Masters,Lawyer,10,Private,31930.0,1,Minivan,True,0.0,0,False,0,0.0,,False,Highly Urban/ Urban
213057541,0,42.0,0,,52988.0,False,176275.0,True,M,High School,Blue Collar,24,Commercial,23450.0,1,Minivan,False,0.0,0,False,2,0.0,11.0,False,Highly Rural/ Rural
885280620,0,40.0,0,11.0,16989.0,False,0.0,False,M,<High School,Blue Collar,20,Commercial,12230.0,4,Pickup,True,26104.0,1,True,13,6100.0,6.0,True,Highly Urban/ Urban
931739722,0,41.0,2,7.0,17755.0,True,148815.0,False,F,<High School,Clerical,29,Private,14480.0,1,Minivan,True,0.0,0,True,2,0.0,1.0,False,Highly Urban/ Urban
939401184,1,37.0,2,13.0,,True,0.0,False,F,High School,Blue Collar,62,Commercial,9360.0,4,Sports Car,False,0.0,0,False,0,6195.0,,True,Highly Urban/ Urban
840809480,0,36.0,3,12.0,56048.0,False,137836.0,True,M,Masters,Lawyer,15,Private,10700.0,6,Minivan,False,2045.0,2,False,2,0.0,16.0,False,Highly Urban/ Urban
800426023,0,44.0,2,15.0,16352.0,False,134164.0,True,F,High School,Home Maker,37,Private,10520.0,1,SUV,False,7838.0,1,False,1,8841.0,1.0,True,Highly Urban/ Urban
14827139,0,56.0,0,16.0,44760.0,False,164852.0,True,M,Bachelors,Manager,30,Private,21770.0,13,Minivan,True,0.0,0,False,0,0.0,6.0,False,Highly Urban/ Urban
212687745,1,45.0,1,14.0,63952.0,False,196368.0,True,F,Masters,Lawyer,50,Private,32340.0,6,Van,False,27877.0,2,True,0,2117.0,13.0,True,Highly Urban/ Urban
224701093,0,34.0,3,12.0,22510.0,False,123888.0,True,M,High School,Clerical,26,Private,14690.0,4,Minivan,True,0.0,0,True,0,1230.0,1.0,True,Highly Rural/ Rural
401200262,0,48.0,0,,,False,252896.0,True,M,Bachelors,Professional,14,Commercial,28560.0,13,Panel Truck,True,1554.0,5,False,1,0.0,10.0,False,Highly Urban/ Urban
926073051,1,44.0,2,,24060.0,True,0.0,False,M,Bachelors,Clerical,24,Private,14220.0,4,Minivan,False,0.0,0,False,0,3532.0,10.0,True,Highly Urban/ Urban
45830738,0,33.0,4,12.0,20822.0,False,76022.0,True,F,High School,Home Maker,46,Private,6880.0,13,SUV,False,7896.0,3,False,0,866.0,1.0,True,Highly Urban/ Urban
997497927,0,32.0,3,14.0,54968.0,False,146784.0,True,F,High School,Professional,20,Private,10040.0,4,SUV,False,0.0,0,True,0,0.0,8.0,False,Highly Urban/ Urban
862203239,0,34.0,0,8.0,14194.0,False,87034.0,False,F,<High School,Clerical,13,Private,2920.0,4,Sports Car,False,24767.0,3,True,2,7786.0,10.0,True,Highly Urban/ Urban
116102677,1,38.0,4,12.0,2149.0,False,72889.0,True,F,<High School,Home Maker,35,Private,22690.0,10,Pickup,False,0.0,0,False,2,0.0,1.0,False,Highly Urban/ Urban
635101571,0,35.0,2,12.0,,True,0.0,False,F,<High School,Blue Collar,43,Private,9730.0,5,SUV,False,0.0,0,False,4,5426.0,4.0,True,Highly Urban/ Urban
793404097,2,44.0,2,14.0,45576.0,False,156623.0,True,F,<High School,Blue Collar,27,Private,1500.0,4,Sports Car,False,25276.0,1,False,8,0.0,,False,Highly Urban/ Urban
62434528,2,43.0,3,11.0,137103.0,True,0.0,False,F,Masters,Manager,29,Private,19510.0,1,Sports Car,False,8890.0,3,False,0,4148.0,15.0,True,Highly Urban/ Urban
935079846,0,49.0,0,9.0,,False,0.0,False,M,PhD,,31,Commercial,33710.0,3,Panel Truck,False,34351.0,2,True,2,0.0,18.0,False,Highly Urban/ Urban
948288985,0,46.0,0,10.0,79538.0,False,0.0,False,F,Bachelors,Manager,13,Private,14050.0,3,Minivan,False,0.0,0,True,2,0.0,11.0,False,Highly Urban/ Urban
396323054,0,45.0,1,11.0,185836.0,False,509115.0,True,F,PhD,Lawyer,28,Private,10250.0,1,SUV,False,4307.0,3,False,6,0.0,20.0,False,Highly Urban/ Urban
299024508,0,46.0,0,14.0,,False,397661.0,False,M,Masters,,22,Commercial,33320.0,4,Panel Truck,True,0.0,0,True,1,0.0,12.0,False,Highly Urban/ Urban
39392545,0,45.0,0,11.0,61931.0,False,213530.0,True,M,Masters,,30,Commercial,10910.0,13,Pickup,True,25106.0,2,False,0,0.0,,False,Highly Urban/ Urban
536604822,0,48.0,0,9.0,61509.0,False,195438.0,True,M,Masters,,40,Commercial,23230.0,6,Panel Truck,True,0.0,0,False,1,0.0,17.0,False,Highly Urban/ Urban
429992959,0,63.0,0,9.0,74426.0,False,0.0,False,F,PhD,Doctor,11,Private,27600.0,1,SUV,False,0.0,0,False,0,0.0,18.0,False,Highly Urban/ Urban
160577728,0,44.0,0,9.0,74722.0,False,231034.0,True,F,Bachelors,Professional,9,Private,23640.0,6,Minivan,False,0.0,0,False,0,0.0,1.0,False,Highly Urban/ Urban
108385737,1,45.0,2,11.0,102393.0,True,0.0,False,M,Bachelors,Professional,25,Private,1500.0,1,Minivan,True,0.0,0,False,2,2371.0,11.0,True,Highly Urban/ Urban
414142186,0,62.0,0,15.0,40656.0,False,208242.0,True,F,High School,Clerical,57,Private,9170.0,4,Sports Car,False,42342.0,2,True,2,4178.0,7.0,True,Highly Urban/ Urban
421217157,0,48.0,0,0.0,0.0,False,98920.0,True,F,High School,Home Maker,50,Private,8660.0,3,Sports Car,False,8363.0,2,False,3,0.0,,False,Highly Urban/ Urban
935010485,1,37.0,2,12.0,,False,205211.0,True,F,Bachelors,Blue Collar,43,Commercial,5200.0,1,SUV,False,2718.0,1,False,1,4804.0,3.0,True,Highly Urban/ Urban
537840281,0,35.0,0,,29371.0,False,0.0,False,F,<High School,Clerical,49,Private,4860.0,10,Sports Car,False,0.0,0,False,0,0.0,1.0,False,Highly Urban/ Urban
748139140,0,48.0,0,12.0,31773.0,False,165090.0,True,M,High School,Clerical,14,Commercial,9640.0,13,Pickup,False,1212.0,1,False,4,1354.0,1.0,True,Highly Urban/ Urban
601118153,0,39.0,0,11.0,33727.0,False,0.0,False,F,Bachelors,Clerical,27,Private,10850.0,1,SUV,False,8350.0,1,False,2,0.0,12.0,False,Highly Urban/ Urban
808304017,0,49.0,0,0.0,0.0,False,159389.0,True,F,Masters,Professional,42,Private,6400.0,10,SUV,False,9115.0,1,False,6,0.0,14.0,False,Highly Urban/ Urban
803325269,0,44.0,2,15.0,139330.0,True,316900.0,False,F,High School,Blue Collar,35,Commercial,22050.0,10,Sports Car,False,0.0,0,False,0,0.0,1.0,False,Highly Rural/ Rural
701235200,0,50.0,0,13.0,163296.0,False,447616.0,False,F,PhD,Lawyer,42,Private,22830.0,1,Minivan,False,0.0,0,False,0,0.0,14.0,False,Highly Rural/ Rural
916609661,0,30.0,1,10.0,17455.0,True,140978.0,False,F,<High School,Blue Collar,50,Private,12380.0,13,Minivan,False,0.0,0,False,0,0.0,6.0,False,Highly Rural/ Rural
469714824,0,54.0,0,,71007.0,False,240833.0,True,M,Bachelors,Manager,61,Private,14000.0,6,Minivan,False,0.0,0,False,0,0.0,11.0,False,Highly Urban/ Urban
46606719,0,38.0,0,0.0,0.0,False,0.0,True,M,High School,Student,41,Commercial,17470.0,10,Van,False,3157.0,2,False,5,0.0,6.0,False,Highly Rural/ Rural
454040458,0,53.0,0,6.0,38036.0,False,153381.0,True,F,High School,Blue Collar,32,Commercial,13140.0,1,SUV,False,0.0,0,False,4,2425.0,1.0,True,Highly Urban/ Urban
951246359,0,53.0,0,13.0,41199.0,False,150933.0,False,F,Bachelors,Manager,21,Private,15360.0,1,SUV,False,0.0,0,False,0,0.0,8.0,False,Highly Urban/ Urban
389315422,0,29.0,1,10.0,38042.0,True,202967.0,False,M,High School,Professional,15,Private,15160.0,6,Minivan,False,0.0,0,False,0,0.0,1.0,False,Highly Urban/ Urban
180660768,0,58.0,0,11.0,91223.0,False,0.0,False,M,Masters,Lawyer,23,Private,10620.0,6,Pickup,False,0.0,0,False,0,0.0,,False,Highly Urban/ Urban
184578161,0,55.0,0,7.0,45787.0,False,173196.0,True,F,Masters,Lawyer,5,Private,19380.0,6,Minivan,False,0.0,0,False,0,0.0,13.0,False,Highly Urban/ Urban
59798468,0,55.0,0,,84964.0,False,227091.0,True,M,Bachelors,Blue Collar,21,Commercial,5760.0,1,Pickup,True,969.0,2,False,6,0.0,11.0,False,Highly Urban/ Urban
957817015,0,56.0,0,8.0,38240.0,False,190675.0,True,F,High School,Clerical,28,Private,16220.0,4,SUV,False,0.0,0,False,0,0.0,,False,Highly Rural/ Rural
402443529,0,39.0,2,0.0,0.0,False,69369.0,True,F,High School,Home Maker,36,Private,8750.0,4,Sports Car,False,0.0,0,False,0,0.0,8.0,False,Highly Urban/ Urban
298667574,2,44.0,2,13.0,142588.0,False,365256.0,True,M,Masters,Manager,28,Private,21790.0,6,Minivan,True,0.0,0,False,2,0.0,9.0,False,Highly Urban/ Urban
303462460,0,34.0,0,11.0,51565.0,False,0.0,False,M,Masters,Lawyer,36,Private,18110.0,1,Van,True,759.0,2,False,3,0.0,15.0,False,Highly Urban/ Urban
629946797,0,34.0,3,0.0,0.0,False,66358.0,True,F,High School,Home Maker,25,Private,11740.0,9,SUV,False,1800.0,2,False,2,5711.0,1.0,True,Highly Urban/ Urban
783473090,0,36.0,0,11.0,105384.0,False,267509.0,True,M,Masters,Professional,24,Private,13800.0,7,Minivan,True,31695.0,3,True,4,0.0,17.0,False,Highly Urban/ Urban
8565171,0,41.0,0,10.0,66265.0,False,159276.0,True,M,Masters,Lawyer,59,Private,12230.0,4,Minivan,True,0.0,0,False,1,13105.0,9.0,True,Highly Urban/ Urban
950995873,0,46.0,0,7.0,,False,,False,M,Masters,,17,Commercial,23350.0,13,Panel Truck,True,4678.0,3,False,6,4061.0,17.0,True,Highly Urban/ Urban
867703916,0,45.0,0,12.0,32394.0,False,0.0,False,F,High School,Clerical,33,Private,13770.0,4,SUV,False,0.0,0,False,0,0.0,1.0,False,Highly Urban/ Urban
593582812,0,42.0,0,9.0,76226.0,False,217920.0,True,M,Bachelors,Blue Collar,18,Commercial,23390.0,13,Panel Truck,True,0.0,0,False,0,0.0,14.0,False,Highly Urban/ Urban
22340563,1,38.0,3,16.0,7528.0,False,113809.0,True,M,<High School,Clerical,26,Private,8080.0,1,Pickup,True,0.0,0,False,0,0.0,8.0,False,Highly Rural/ Rural
679555193,0,33.0,4,0.0,0.0,True,0.0,False,M,High School,Student,14,Commercial,15090.0,1,Minivan,True,1631.0,1,False,2,7838.0,5.0,True,Highly Urban/ Urban
161607403,0,37.0,0,0.0,,False,73890.0,True,F,Bachelors,Student,48,Commercial,12850.0,7,SUV,False,0.0,0,False,3,3660.0,6.0,True,Highly Urban/ Urban
700623278,1,42.0,1,9.0,32797.0,False,160661.0,True,F,Masters,Lawyer,63,Private,21690.0,1,Minivan,False,0.0,0,False,2,0.0,14.0,False,Highly Urban/ Urban
755810990,0,47.0,0,11.0,44705.0,False,217885.0,True,F,Bachelors,Professional,50,Private,12840.0,1,SUV,False,1533.0,2,False,0,5125.0,10.0,True,Highly Urban/ Urban
464090162,0,43.0,1,0.0,0.0,False,70170.0,True,F,Bachelors,Home Maker,26,Private,8350.0,1,SUV,False,0.0,0,False,3,0.0,7.0,False,Highly Urban/ Urban
170483243,0,52.0,0,9.0,68992.0,False,216986.0,False,F,Bachelors,Blue Collar,36,Commercial,15120.0,1,Minivan,False,0.0,0,False,3,0.0,10.0,False,Highly Rural/ Rural
421316364,0,43.0,0,11.0,132561.0,False,314433.0,False,M,Masters,Professional,8,Commercial,30150.0,16,Panel Truck,False,12294.0,1,False,0,0.0,1.0,False,Highly Urban/ Urban
505563410,0,64.0,0,15.0,31738.0,False,197010.0,True,M,<High School,Blue Collar,23,Commercial,14620.0,6,SUV,False,3994.0,2,False,0,5085.0,1.0,True,Highly Urban/ Urban
813759954,0,66.0,1,17.0,96830.0,False,325826.0,True,M,Masters,Professional,23,Private,11180.0,7,SUV,False,0.0,0,False,0,0.0,16.0,False,Highly Urban/ Urban
37074844,0,60.0,0,9.0,125893.0,False,0.0,False,M,PhD,,21,Commercial,7500.0,9,Pickup,True,7278.0,2,False,4,0.0,15.0,False,Highly Urban/ Urban
130470336,2,35.0,4,6.0,154577.0,True,397868.0,False,F,Bachelors,Blue Collar,27,Private,20450.0,6,SUV,False,4645.0,1,False,3,0.0,1.0,False,Highly Urban/ Urban
637739719,0,52.0,0,7.0,64014.0,False,244863.0,True,M,<High School,Blue Collar,33,Commercial,7900.0,4,Pickup,True,8882.0,3,False,1,2143.0,5.0,True,Highly Urban/ Urban
427956603,0,52.0,0,11.0,79348.0,False,270032.0,True,F,High School,Manager,23,Private,13150.0,11,SUV,False,0.0,0,False,2,0.0,1.0,False,Highly Urban/ Urban
993272296,0,56.0,2,14.0,192089.0,False,471701.0,True,M,PhD,,31,Commercial,21100.0,1,Van,True,0.0,0,False,0,6484.0,,True,Highly Urban/ Urban
880941719,1,38.0,1,7.0,,False,0.0,True,F,High School,Student,40,Private,7050.0,4,Sports Car,False,0.0,0,False,0,0.0,10.0,False,Highly Rural/ Rural
765577228,0,55.0,0,15.0,108152.0,False,329756.0,True,F,Masters,Manager,18,Private,12320.0,1,SUV,False,0.0,0,True,0,0.0,15.0,False,Highly Urban/ Urban
879477038,0,47.0,0,14.0,,False,276241.0,True,M,Bachelors,Manager,48,Private,21320.0,1,Van,True,0.0,0,False,0,0.0,13.0,False,Highly Urban/ Urban
718294261,0,37.0,0,12.0,123520.0,False,383731.0,True,M,Bachelors,Blue Collar,14,Commercial,17550.0,1,Van,False,0.0,0,False,0,0.0,,False,Highly Urban/ Urban
538875785,0,47.0,0,13.0,45257.0,False,160051.0,True,M,Bachelors,Clerical,33,Commercial,29210.0,6,Panel Truck,True,0.0,0,False,0,0.0,,False,Highly Urban/ Urban
106556153,0,26.0,0,8.0,53244.0,False,0.0,False,M,Bachelors,Professional,28,Commercial,20920.0,3,Van,True,6224.0,1,False,1,4028.0,8.0,True,Highly Urban/ Urban
199037688,1,61.0,2,17.0,41857.0,False,169015.0,True,F,Masters,Manager,35,Private,20870.0,1,Sports Car,False,0.0,0,False,0,0.0,21.0,False,Highly Urban/ Urban
602893924,0,41.0,1,8.0,126468.0,True,0.0,False,F,Masters,Manager,34,Commercial,32690.0,3,Pickup,False,0.0,0,False,2,2114.0,18.0,True,Highly Urban/ Urban
52095937,3,40.0,3,9.0,75516.0,False,247673.0,True,F,High School,Blue Collar,53,Commercial,13050.0,5,Sports Car,False,0.0,0,True,0,0.0,6.0,False,Highly Rural/ Rural
351243985,0,52.0,0,16.0,76954.0,False,249290.0,False,M,Bachelors,Professional,44,Private,19540.0,6,Minivan,True,0.0,0,True,0,0.0,11.0,False,Highly Urban/ Urban
838970447,0,58.0,1,8.0,150352.0,False,421665.0,True,F,Masters,Manager,21,Private,24240.0,6,Pickup,False,0.0,0,False,0,0.0,17.0,False,Highly Urban/ Urban
515204929,0,52.0,0,8.0,88560.0,False,244028.0,True,M,Masters,Lawyer,14,Private,13630.0,1,Minivan,False,0.0,0,False,4,0.0,17.0,False,Highly Urban/ Urban
711833264,1,38.0,1,12.0,37580.0,False,173495.0,True,F,<High School,Clerical,36,Private,5260.0,7,SUV,False,867.0,2,False,0,8671.0,1.0,True,Highly Urban/ Urban
818910510,0,41.0,2,15.0,23344.0,False,147172.0,True,M,High School,Blue Collar,10,Private,7930.0,1,Pickup,False,0.0,0,False,1,6287.0,1.0,True,Highly Urban/ Urban
243016778,0,37.0,0,16.0,43290.0,False,158771.0,True,F,Bachelors,Blue Collar,29,Private,23640.0,1,SUV,False,0.0,0,False,0,0.0,10.0,False,Highly Urban/ Urban
456565450,0,48.0,0,10.0,48737.0,False,220264.0,True,M,Bachelors,Manager,24,Private,11220.0,9,Pickup,True,0.0,0,False,1,0.0,1.0,False,Highly Urban/ Urban
693628088,0,47.0,0,12.0,64259.0,False,202031.0,True,M,High School,Clerical,26,Private,25100.0,18,Minivan,False,9526.0,4,False,3,0.0,9.0,False,Highly Urban/ Urban
735552551,0,41.0,0,12.0,110386.0,False,335488.0,True,M,Masters,,21,Commercial,16640.0,1,Van,True,0.0,0,False,2,3524.0,14.0,True,Highly Urban/ Urban
